id,citekey,title,authors,year,month,journal,book_title,publisher,institution,volume,number,pages,note,keywords,url,code,pdf,image,thumbnail,doi,external,abstract,isbn,type_id
717.0,,Correlated Time Series Self-Supervised Representation Learning via Spatiotemporal Bootstrapping,L. Wang; L. Bai; Z. Li; R. Zhao; F. Tsung,2023,,,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),IEEE,"Interdisciplinary Programs Office, The Hong Kong University of Science and Technology, Hong Kong SAR; The Shanghai AI Laboratory, Shanghai, China; Information System, University of Cologne, Cologne, NRW, Germany; SenseTime Reasearch and Qing Yuan Research Institute of Shanghai Jiao Tong University, Shanghai, China; The Hong Kong University of Science and Technology and The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China",0,0,,,Representation learning;Source coding;Time series analysis;Self-supervised learning;Predictive models;Data models;Spatiotemporal phenomena,,https://github.com/bonaldli/Spatiotemporal-TS-Representation-Learning,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260640,,,10.1109/CASE56687.2023.10260640,False,"Correlated time series analysis plays an important role in many real-world industries. Learning an efficient representation of this large-scale data for further downstream tasks is necessary but challenging. In this paper, we propose a time-step-level representation learning framework for individual instances via bootstrapped spatiotemporal representation prediction. We evaluated the effectiveness and flexibility of our representation learning framework on correlated time series forecasting and cold-start transferring the forecasting model to new instances with limited data. A linear regression model trained on top of the learned representations demonstrates our model performs best in most cases. Especially compared to representation learning models, we reduce the RMSE, MAE, and MAPE by 37%, 49%, and 48% on the PeMS-BAY dataset, respectively. Furthermore, in real-world metro passenger flow data, our framework demonstrates the ability to transfer to infer future information of new cold-start instances, with gains of 15%, 19%, and 18%. The source code will be released under the GitHub https://github.com/bonaldli/Spatiotemporal-TS-Representation-Learning.",979-8-3503-2069-5,2
718.0,,FRobs_RL: A Flexible Robotics Reinforcement Learning Library,J. M. Fajardo; F. G. Roldan; S. Realpe; J. D. Hernández; Z. Ji; P. -F. Cardenas,2022,,,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),IEEE,"Mechanical and Mechatronics Deparment, National University of Colombia, Bogota, Colombia; Mechanical and Mechatronics Deparment, National University of Colombia, Bogota, Colombia; Mechanical and Mechatronics Deparment, National University of Colombia, Bogota, Colombia; School of Computer Science and Informatics, Cardiff University, UK; School of Engineering, Cardiff University, UK; Mechanical and Mechatronics Deparment, National University of Colombia, Bogota, Colombia",0,0,,,Automation;Navigation;Operating systems;Reinforcement learning;Libraries;Task analysis;Robots,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926586,,,10.1109/CASE49997.2022.9926586,False,"Reinforcement learning (RL) has become an interesting topic in robotics applications as it can solve complex problems in specific scenarios. The small amount of RL-tools focused on robotics, plus the lack of features such as easy transfer of simulated environments to real hardware, are obstacles to the widespread use of RL in robotic applications. FRobs_RL is a Python library that aims to facilitate the implementation, testing, and deployment of RL algorithms in intelligent robotic applications using robot operating system (ROS), Gazebo, and OpenAI Gym. FRobs_RL provides an Application Programming Interface (API) to simplify the creation of RL environments, where users can import a wide variety of robot models as well as different simulated environments. With the FRobs_RL library, users do not need to be experts in ROS, Gym, or Gazebo to create a realistic RL application. Using the library, we created and tested two environments containing common robotic tasks; one is a reacher task using a robotic manipulator, and the other is a mapless navigation task using a mobile robot. The library is available in GitHub 1.",978-1-6654-9042-9,2
719.0,,CIPCaD-Bench: Continuous Industrial Process datasets for benchmarking Causal Discovery methods,G. Menegozzo; D. Dall’Alba; P. Fiorini,2022,,,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Computer Science, University of Verona, Verona, Italy; Department of Computer Science, University of Verona, Verona, Italy; Department of Computer Science, University of Verona, Verona, Italy",0,0,,,Measurement;Manufacturing processes;Food manufacturing;Fault detection;Time series analysis;Process control;Benchmark testing,,https://github.com/giovanniMen,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926420,,,10.1109/CASE49997.2022.9926420,False,"Causal relationships are commonly examined in manufacturing processes to support faults investigations, perform interventions, and make strategic decisions. Industry 4.0 has made available an increasing amount of data that enable data-driven Causal Discovery (CD). Considering the growing number of recently proposed CD methods, it is necessary to introduce strict benchmarking procedures on publicly available datasets since they represent the foundation for a fair comparison and validation of different methods. This work introduces two novel public datasets for CD in continuous manufacturing processes. The first dataset employs the well-known Tennessee Eastman simulator for fault detection and process control. The second dataset is extracted from an ultra-processed food manufacturing plant, and it includes a description of the plant, as well as multiple ground truths. These datasets are used to propose a benchmarking procedure based on different metrics and evaluated on a wide selection of CD algorithms. This work allows testing CD methods in realistic conditions enabling the selection of the most suitable method for specific target applications. The datasets are available at the following link: [https://github.com/giovanniMen]",978-1-6654-9042-9,2
720.0,,SingleDemoGrasp: Learning to Grasp From a Single Image Demonstration,A. M. Sefat; A. Angleraud; E. Rahtu; R. Pieters,2022,,,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),IEEE,"Unit of Automation Technology and Mechanical Engineering, Tampere University, Tampere, Finland; Unit of Automation Technology and Mechanical Engineering, Tampere University, Tampere, Finland; Unit of Computing Sciences, Tampere University, Tampere, Finland; Unit of Automation Technology and Mechanical Engineering, Tampere University, Tampere, Finland",0,0,,,Training;Solid modeling;Visualization;Three-dimensional displays;Annotations;Service robots;Diesel engines,,https://github.com/opendr-eu/opendr,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926463,,,10.1109/CASE49997.2022.9926463,False,"Learning-based grasping models typically require a large amount of training data and training time to generate an effective grasping model. Alternatively, small non-generic grasp models have been proposed that are tailored to specific objects by, for example, directly predicting the object’s location in 2/3D space, and determining suitable grasp poses by post processing. In both cases, data generation is a bottleneck, as this needs to be separately collected and annotated for each individual object and image. In this work, we tackle these issues and propose a grasping model that is developed in four main steps: 1. Visual object grasp demonstration, 2. Data augmentation, 3. Grasp detection model training and 4. Robot grasping action. Four different vision-based grasp models are evaluated with industrial and 3D printed objects, robot and standard gripper, in both simulation and real environments. The grasping model is implemented in the OpenDR toolkit at: https://github.com/opendr-eu/opendr/tree/master/projects/control/single_demo_grasp.",978-1-6654-9042-9,2
721.0,,"Complete, Decomposition-Free Coverage Path Planning",T. Kusnur; M. Likhachev,2022,,,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),IEEE,"Robotics Institute in the School of Computer Science at Carnegie Mellon University, Pittsburgh, USA; Robotics Institute in the School of Computer Science at Carnegie Mellon University, Pittsburgh, USA",0,0,,,Computer aided software engineering;Scalability;Traveling salesman problems;Search problems;Probabilistic logic;Path planning;Libraries,,https://github.com/ktushar14/cdf_cpp,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926483,,,10.1109/CASE49997.2022.9926483,False,"Coverage Path Planning (CPP) requires planning collision-free paths for a robot that observes all reachable points of interest in an environment. Most popular CPP approaches are hierarchical and decomposition-based, involving three steps: (1) decomposing the environment into sub-regions (rectangles or polygons) that simplify the generation of space-filling paths, (2) determining a visitation order over these sub-regions via graph search or a Traveling Salesman Problem (TSP) solver, and (3) generation of space-filling paths in each sub-region. This approach requires significant processing of the environment and the availability of suitable TSP solvers. Furthermore, step (1) can sometimes fail in non-convex environments or lead to ""over-decomposition"" in cluttered environments. To the best of our knowledge, existing decomposition-free approaches are heuristic or random, and therefore typically inefficient and probabilistically complete. We present a resolution-complete decomposition-free coverage path planner that effectively folds steps (1) and (2) above into a single online search routine, making it significantly easier to integrate into existing robot architectures and applicable to a larger set of environments. Our approach leverages a precomputed library of space-filling coverage patterns and automatically determines where to apply them. We evaluate our approach on a variety of environments to demonstrate its benefits and provide an open-source implementation at https://github.com/ktushar14/cdf_cpp.",978-1-6654-9042-9,2
722.0,,A Game Benchmark for Real-Time Human-Swarm Control,J. Meyer; A. Pinosky; T. Trzpit; E. Colgate; T. D. Murphey,2022,,,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),IEEE,Center for Robotics and Biosystems at Northwestern University; Center for Robotics and Biosystems at Northwestern University; Center for Robotics and Biosystems at Northwestern University; Center for Robotics and Biosystems at Northwestern University; Center for Robotics and Biosystems at Northwestern University,0,0,,,Computer aided software engineering;Codes;Games;Transforms;Benchmark testing;Touch sensitive screens;Control systems,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926423,,,10.1109/CASE49997.2022.9926423,False,"We present a game benchmark for testing human-swarm control algorithms and interfaces in a real-time, high-cadence scenario. Our benchmark consists of a swarm vs. swarm game in a virtual ROS environment in which the goal of the game is to ""capture"" all agents from the opposing swarm; the game’s high-cadence is a result of the capture rules, which cause agent team sizes to fluctuate rapidly. These rules require players to consider both the number of agents currently at their disposal and the behavior of their opponent’s swarm when they plan actions. We demonstrate our game benchmark with a default human-swarm control system that enables a player to interact with their swarm through a high-level touchscreen interface. The touchscreen interface transforms player gestures into swarm control commands via a low-level decentralized ergodic control framework. We compare our default human-swarm control system to a flocking-based control system, and discuss traits that are crucial for swarm control algorithms and interfaces operating in real-time, high-cadence scenarios like our game benchmark. Our game benchmark code is available on Github; more information can be found at https://sites.google.com/view/swarm-game-benchmark",978-1-6654-9042-9,2
723.0,,FogROS: An Adaptive Framework for Automating Fog Robotics Deployment,K. E. Chen; Y. Liang; N. Jha; J. Ichnowski; M. Danielczuk; J. Gonzalez; J. Kubiatowicz; K. Goldberg,2021,,,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA",0,0,,,Computers;Cloud computing;Automation;Codes;Adaptive systems;Software;Hardware,,https://github.com/BerkeleyAutomation/FogROS,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9551628,,,10.1109/CASE49439.2021.9551628,False,"As many robot automation applications increasingly rely on multi-core processing or deep-learning models, cloud computing is becoming an attractive and economically viable resource for systems that do not contain high computing power onboard. Despite its immense computing capacity, it is often underused by the robotics and automation community due to lack of expertise in cloud computing and cloud-based infrastructure. Fog Robotics balances computing and data between cloud edge devices. We propose a software framework, FogROS, as an extension of the Robot Operating System (ROS), the defacto standard for creating robot automation applications and components. It allows researchers to deploy components of their software to the cloud with minimal effort, and correspondingly gain access to additional computing cores, GPUs, FPGAs, and TPUs, as well as predeployed software made available by other researchers. FogROS allows a researcher to specify which components of their software will be deployed to the cloud and to what type of computing hardware. We evaluate FogROS on 3 examples: (1) simultaneous localization and mapping (ORB-SLAM2), (2) Dexterity Network (Dex-Net) GPU-based grasp planning, and (3) multi-core motion planning using a 96-core cloud-based server. In all three examples, a component is deployed to the cloud and accelerated with a small change in system launch configuration, while incurring additional latency of 1.2 s, 0.6 s, and 0.5 s due to network communication, the computation speed is improved by 2.6×, 6.0× and 34.2×, respectively. Code, videos, and supplementary material can be found at https://github.com/BerkeleyAutomation/FogROS.",978-1-6654-1873-7,2
724.0,,Time-Efficient Mars Exploration of Simultaneous Coverage and Charging with Multiple Drones,Y. Chang; C. Yan; X. Liu; X. Wang; H. Zhou; X. Xiang; D. Tang,2021,,,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),IEEE,"National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China; National University of Defense Technology, Changsha, China",0,0,,,Mars;Scheduling algorithms;Navigation;Heuristic algorithms;Conferences;Reinforcement learning;Surface charging,,https://github.com/changmsdn,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9551658,,,10.1109/CASE49439.2021.9551658,False,"This paper presents a time-efficient scheme for Mars exploration by the cooperation of multiple drones and a rover. To maximize effective coverage of the Mars surface in the long run, a comprehensive framework has been developed with joint consideration for limited energy, sensor model, communication radius and safety radius, which we call TIME-SC2 (TIme-efficient Mars Exploration of Simultaneous Coverage and Charging). First, we propose a multi-drone coverage control algorithm by leveraging emerging deep reinforcement learning and design a novel information map to represent dynamic system states. Second, we propose a near-optimal charging scheduling algorithm to navigate each drone to an individual charging slot, and we have proven that there always exists feasible solutions. The attractiveness of this framework not only resides on its ability to maximize exploration efficiency, but also on its high autonomy that has greatly reduced the non-exploring time. Extensive simulations have been conducted to demonstrate the remarkable performance of TIME-SC2 in terms of time-efficiency, adaptivity and flexibility. Video is available at: https://github.com/changmsdn\Coverage-control",978-1-6654-1873-7,2
725.0,,Chance-Constrained Motion Planning using Modeled Distance- to-Collision Functions,J. J. Johnson; M. C. Yip,2021,,,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Electrical and Computer Engineering, University of California, San Diego; Department of Electrical and Computer Engineering, University of California, San Diego",0,0,,,Histograms;Uncertainty;Simulation;Measurement uncertainty;Gaussian processes;Planning;Trajectory,,https://github.com/jacobjj/gp_prob_planning,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9551655,,,10.1109/CASE49439.2021.9551655,False,"This paper introduces Chance Constrained Gaussian Process-Motion Planning (CCGP-MP), a motion planning algorithm for robotic systems under motion and state estimate uncertainties. The paper's key idea is to capture the variations in the distance-to-collision measurements caused by the uncertainty in state estimation techniques using a Gaussian Process (GP) model. We formulate the planning problem as a chance constraint problem and propose a deterministic constraint that uses the modeled distance function to verify the chance-constraints. We apply Simplicial Homology Global Optimization (SHGO) approach to find the global minimum of the deterministic constraint function along the trajectory and use the minimum value to verify the chance-constraints. Under this formulation, we can show that the optimization function is smooth under certain conditions and that SHGO converges to the global minimum. Therefore, CCGP-MP will always guarantee that all points on a planned trajectory satisfy the given chance-constraints. The experiments in this paper show that CCGP-MP can generate paths that reduce collisions and meet optimality criteria under motion and state uncertainties. The implementation of our robot models and path planning algorithm can be found on GitHub11https://github.com/jacobjj/gp_prob_planning.",978-1-6654-1873-7,2
726.0,,A Deep Reinforcement Learning Approach for Long-term Short-term Planning on Frenet Frame,M. Moghadam; A. Alizadeh; E. Tekin; G. H. Elkaim,2021,,,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),IEEE,"Faculty of Electrical and computer Engineering, University of California Santa Cruz (UCSC), California, U.S; Department of Mechatronics Engineering, Istanbul Technical University (ITU); Faculty of Electrical and computer Engineering, University of California Santa Cruz (UCSC), California, U.S; Faculty of Electrical and computer Engineering, University of California Santa Cruz (UCSC), California, U.S",0,0,,,Performance evaluation;Roads;Heuristic algorithms;Decision making;Reinforcement learning;Feature extraction;Trajectory,,https://github.com/MajidMoghadam2006/RL-frenet-trajectory-planning-in-CARLA,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9551598,,,10.1109/CASE49439.2021.9551598,False,"Tactical decision-making and strategic motion planning for autonomous highway driving are challenging due to predicting other road users' behaviors, diversity of environments, and complexity of the traffic interactions. This paper presents a novel end-to-end continuous deep reinforcement learning approach towards autonomous cars' decision-making and motion planning. For the first time, we define both states and action spaces on the Frenet space to make the driving behavior less variant to the road curvatures than the surrounding actors' dynamics and traffic interactions. The agent receives time-series data of past trajectories of the surrounding vehicles and applies convolutional neural networks along the time channels to extract features in the backbone. The algorithm generates continuous spatiotemporal trajectories on the Frenet frame for the feedback controller to track. Extensive high-fidelity highway simulations on CARLA show the superiority of the presented approach compared with commonly used baselines and discrete reinforcement learning on various traffic scenarios. Furthermore, the proposed method's advantage is confirmed with a more comprehensive performance evaluation against 1000 randomly generated test scenarios. Code: https://github.com/MajidMoghadam2006/RL-frenet-trajectory-planning-in-CARLA",978-1-6654-1873-7,2
727.0,,OpenUAV Cloud Testbed: a Collaborative Design Studio for Field Robotics,H. Anand; S. A. Rees; Z. Chen; A. J. Poruthukaran; S. Bearman; L. G. Prasad Antervedi; J. Das,2021,,,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),IEEE,"School of Earth and Space Exploration, Tempe, Arizona; Vanderbilt University, Nashville, Tennessee; School of Earth and Space Exploration, Tempe, Arizona; School of Earth and Space Exploration, Tempe, Arizona; School of Earth and Space Exploration, Tempe, Arizona; School of Earth and Space Exploration, Tempe, Arizona; School of Earth and Space Exploration, Tempe, Arizona",0,0,,,Cloud computing;Automation;Robot vision systems;Collaboration;Software systems;Rendering (computer graphics);Reproducibility of results,,https://github.com/Open-UAV/openuav-turbovnc,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9551638,,,10.1109/CASE49439.2021.9551638,False,"Simulations play a crucial role in robotics research and education. This paper presents the OpenUAV testbed, an open-source, easy-to-use, web-based, and reproducible software system that enables students and researchers to run robotic simulations on the cloud. We have built upon our previous work and have addressed some of the educational and research challenges associated with the prior work. The critical contributions of the paper to the robotics and automation community are threefold: First, OpenUAV saves students and researchers from tedious and complicated software setups by providing web-browser-based Linux desktop sessions with standard robotics software like Gazebo, ROS, and flight autonomy stack. Second, a method for saving an individual's research work with its dependencies for the work's future reproducibility. Third, the platform provides a mechanism to support photorealistic robotics simulations by combining Unity game engine-based camera rendering and Gazebo physics. The paper addresses a research need for photorealistic simulations and describes a methodology for creating a photorealistic aquatic simulation. We also present the various academic and research use-cases of this platform to improve robotics education and research, especially during times like the COVID-19 pandemic, when virtual collaboration is necessary. GitHub https://github.com/Open-UAV/openuav-turbovnc Webpage: https://openuav.us",978-1-6654-1873-7,2
728.0,,Kit-Net: Self-Supervised Learning to Kit Novel 3D Objects into Novel 3D Cavities,S. Devgon; J. Ichnowski; M. Danielczuk; D. S. Brown; A. Balakrishna; S. Joshi; E. M. C. Rocha; E. Solowjow; K. Goldberg,2021,,,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),IEEE,"The AUTOLAB at the University of California, Berkeley; The AUTOLAB at the University of California, Berkeley; The AUTOLAB at the University of California, Berkeley; The AUTOLAB at the University of California, Berkeley; The AUTOLAB at the University of California, Berkeley; Siemens Research Lab, Berkeley, CA; Siemens Research Lab, Berkeley, CA; Siemens Research Lab, Berkeley, CA; The AUTOLAB at the University of California, Berkeley",0,0,,,Training;Deep learning;Solid modeling;Three-dimensional displays;Costs;Computer aided software engineering;Conferences,,https://github.com/BerkeleyAutomation/Kit-Net,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9551395,,,10.1109/CASE49439.2021.9551395,False,"In industrial part kitting, 3D objects are inserted into cavities for transportation or subsequent assembly. Kitting is a critical step as it can decrease downstream processing and handling times and enable lower storage and shipping costs. We present Kit-Net, a framework for kitting previously unseen 3D objects into cavities given depth images of both the target cavity and an object held by a gripper in an unknown initial orientation. Kit-Net uses self-supervised deep learning and data-augmentation to train a convolutional neural network (CNN) to robustly estimate 3D rotations between objects and matching concave or convex cavities using a large training dataset of simulated depth images pairs. Kit-Net then uses the trained CNN to implement a controller to orient and position novel objects for insertion into novel prismatic and conformal 3D cavities. Experiments in simulation suggest that Kit-Net can orient objects to have a 98.9% average intersection volume between the object mesh and that of the target cavity. Physical experiments with industrial objects succeed in 18 % of trials using a baseline method and in 63% of trials with Kit-Net. Video, code, and data are available at https://github.com/BerkeleyAutomation/Kit-Net.",978-1-6654-1873-7,2
729.0,,Simulating Polyculture Farming to Tune Automation Policies for Plant Diversity and Precision Irrigation,Y. Avigal; J. Gao; W. Wong; K. Li; G. Pierroz; F. S. Deng; M. Theis; M. Presten; K. Goldberg,2020,,,2020 IEEE 16th International Conference on Automation Science and Engineering (CASE),IEEE,"The AUTOLAB at UC Berkeley; The AUTOLAB at UC Berkeley; The AUTOLAB at UC Berkeley; The AUTOLAB at UC Berkeley; Department of Plant and Microbial Biology, University of California, Berkeley, CA; The AUTOLAB at UC Berkeley; The AUTOLAB at UC Berkeley; The AUTOLAB at UC Berkeley; The AUTOLAB at UC Berkeley",0,0,,,Water resources;Irrigation;Automation;Soil;Biological system modeling;Plants (biology),,https://github.com/BerkeleyAutomation/AlphaGarden,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9216984,,,10.1109/CASE48305.2020.9216984,False,"Polyculture farming, where multiple crop species are grown simultaneously, has potential to reduce pesticide and water usage, while improving the utilization of soil nutrients. However, it is much harder to automate than monoculture. As a first step toward developing automation control policies for polyculture farming, we present AlphaGardenSim, a fast, first order, open-access simulator that integrates single plant growth models with inter-plant dynamics, including light and water competition between plants in close proximity. The simulator approximates growth in a real greenhouse garden at 9, 000X the speed of natural growth, allowing for policy parameter tuning. We present an analytic automation policy that in simulation reduced water use and achieved high coverage and plant diversity compared with other policies, even in the presence of invasive species. Code and supplementary material can be found at https://github.com/BerkeleyAutomation/AlphaGarden.",978-1-7281-6904-0,2
730.0,,Learning to Play Cup-and-Ball with Noisy Camera Observations,M. Bujarbaruah; T. Zheng; A. Shetty; M. Sehr; F. Borrelli,2020,,,2020 IEEE 16th International Conference on Automation Science and Engineering (CASE),IEEE,"UC Berkeley, USA; UC Berkeley, USA; UC Berkeley, USA; Siemens Corporate Technology, USA; UC Berkeley, USA",0,0,,,Cameras;Manipulators;Noise measurement;Uncertainty;Trajectory;Task analysis,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9216806,,,10.1109/CASE48305.2020.9216806,False,"Playing the cup-and-ball game is an intriguing task for robotics research since it abstracts important problem characteristics including system nonlinearity, contact forces and precise positioning as terminal goal. In this paper, we present a learning model based control strategy for the cup-and-ball game, where a Universal Robots UR5e manipulator arm learns to catch a ball in one of the cups on a Kendama. Our control problem is divided into two sub-tasks, namely (i) swinging the ball up in a constrained motion, and (ii) catching the free-falling ball. The swing-up trajectory is computed offline, and applied in open-loop to the arm. Subsequently, a convex optimization problem is solved online during the ball's free-fall to control the manipulator and catch the ball. The controller utilizes noisy position feedback of the ball from an Intel RealSense D435 depth camera. We propose a novel iterative framework, where data is used to learn the support of the camera noise distribution iteratively in order to update the control policy. The probability of a catch with a fixed policy is computed empirically with a user specified number of roll-outs. Our design guarantees that probability of the catch increases in the limit, as the learned support nears the true support of the camera noise distribution. High-fidelity Mujoco simulations and preliminary experimental results support our theoretical analysis (video link- GitHub link).",978-1-7281-6904-0,2
731.0,,"RAPID-MOLT: A Meso-scale, Open-source, Low-cost Testbed for Robot Assisted Precision Irrigation and Delivery",M. Wiggert; L. Amladi; R. Berenstein; S. Carpin; J. Viers; S. Vougioukas; K. Goldberg,2019,,,2019 IEEE 15th International Conference on Automation Science and Engineering (CASE),IEEE,"The AUTOLab at UC Berkeley; The AUTOLab at UC Berkeley; The AUTOLab at UC Berkeley; School of Engineering, UC Merced; Center for Watershed Sciences, UC Merced; Biological and Agricultural Engineering, UC Davis; The AUTOLab at UC Berkeley",0,0,,,Irrigation;Temperature measurement;Robot sensing systems;Temperature sensors;Indexes,,https://github.com/BerkeleyAutomation/RAPID-MOLT,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8842877,,,10.1109/COASE.2019.8842877,False,"To study the automation of plant-level precision irrigation, specifically learning-based irrigation controllers, we present a modular, open-source testbed that enables real-time, fine-grained data collection and irrigation actuation. RAPID-MOLT costs USD $600 and has floor space of 0.37m2. The functionality of the platform is evaluated by measuring the correlation between plant growth (Leaf Area Index) and water stress (Crop Water Stress Index) with irrigation volume. In line with biological studies, the observed plant growth is positively correlated with irrigation volume while water stress is negatively correlated. Construction directions, experimental data, CAD models, and related software are available at github.com/BerkeleyAutomation/RAPID-MOLT.",978-1-7281-0356-3,2
732.0,,"Blue Gripper: A Robust, Low-Cost, and Force-Controlled Robot Hand",M. Guo; P. Wu; B. Yi; D. Gealy; S. McKinley; P. Abbeel,2019,,,2019 IEEE 15th International Conference on Automation Science and Engineering (CASE),IEEE,"Mechanical Engineering, University of California, Berkeleym; Computer Science, University of California, Berkeley; Computer Science, University of California, Berkeley; Mechanical Engineering, University of California, Berkeleym; Industrial Engineering & Operations Research, University of California, Berkeley; Computer Science, University of California, Berkeley",0,0,,,Grippers;Force;Robot sensing systems;Force control;Fasteners;Brushless motors,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843134,,,10.1109/COASE.2019.8843134,False,"Recent trends in robotic manipulation have highlighted the need for force-controlled grippers that are not only robust to repeated contacts with the environment, but also low in cost. This paper presents the Blue Gripper, a simple parallel-jaw gripper focused on cost and reliability. The proposed hand weighs 660 grams, has a throw of 120 mm, and can apply up to 150 N of force. It is designed to be passively backdrivable, enabling accurate feedforward force control, reducing cost and complexity. In addition to detailing the gripper’s design and comparing it to other available options, this paper also quantifies the gripper’s backdrivability, robustness, and force-control characteristics. All design files have been open-sourced and can be found at https://berkeleyopengrippers.github.io.",978-1-7281-0356-3,2
733.0,,Automating Planar Object Singulation by Linear Pushing with Single-point and Multi-point Contacts,Z. Dong; S. Krishnan; S. Dolasia; A. Balakrishna; M. Danielczuk; K. Goldberg,2019,,,2019 IEEE 15th International Conference on Automation Science and Engineering (CASE),IEEE,"Department of Electrical Engineering and Computer Science, The AUTOLAB at UC Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, The AUTOLAB at UC Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, The AUTOLAB at UC Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, The AUTOLAB at UC Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Science, The AUTOLAB at UC Berkeley, Berkeley, CA, USA; Department of Industrial Engineering and Operations Research, The AUTOLAB at UC Berkeley, Berkeley, CA, USA",0,0,,,Friction;Two dimensional displays;Robots;Computational modeling;Grippers;Trajectory;Manufacturing,,https://github.com/Jekyll1021/MultiPointPushing,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843111,,,10.1109/COASE.2019.8843111,False,"Singulation is useful for manufacturing, logistics, and service applications; we consider the problem in a planar setting. We propose a novel O(n(n + v)) linear push policy (n denotes the number of objects, v denotes the maximum number of vertices per object), ClusterPush, that can be efficiently computed using clustering. To evaluate the policy, we define singulation distance as the average pairwise distance of polygon centroids given random arrangements of 2D polygonal objects on a surface, and seek pushing policies that can maximize singulation distance. When compared with a brute force evaluation of all candidate pushes in Box2D simulator using 50,000 pushing scenarios, ClusterPush achieves 70% of the singulation distance achieved using brute force and is 2000x faster. ClusterPush also improves on previous pushing policies and can be used for multi-point pushes with two-point and edge (infinite-point) contacts. Compared with pushes with single-point contacts using ClusterPush, pushes with two-point and edge contacts improve singulation by 7% and 13% respectively. In physical experiments conducted with an ABB YuMi robot on 40 sets of 3-7 blocks, ClusterPush increases singulation distance by 15-30%, outperforming the next best policy by 24% on average. Data and code are available at https://github.com/Jekyll1021/MultiPointPushing.",978-1-7281-0356-3,2
